rating,text
rotten,"It’s overlong and over-the-top, but the real trouble is that when a series like this starts acknowledging its its own absurdities, they become harder to enjoy."
rotten,It’s incredible how this franchise has been implanted into the pop culture event film psyche. These films are forgone into the sanctums of exciting absurdity that you have to see at least how they wrap all of this up.
fresh,"Big, dumb, stupid fun…the best one since Furious 7, but that doesn’t mean it’s perfect."
fresh,"Overall, Fast X is a solid action flick, pulling out all the stops from car chases, explosions, aircraft, and some intense and lengthy fight sequences."
rotten,"Fast X manages to be bigger and more bonkers than any of the previous entries in the franchise, but it's still a bit rubbish."
fresh,"Not as great as the previous Fast films but it still delivers high-octane action as one would expect (and look forward to) in a Fast film. The story gets a bit convoluted in the 3rd act, and with the party split, it was missing that family dynamic."
fresh,"As long as you keep your expectations low with Fast X, you won’t come out as disappointed as I was with this fairly crowded and standard-issue entry."
fresh,While Diesel still has the acting range of a flat battery — and no one ever wears a seatbelt yet they come out of collisions unscathed — it’s still one hell of a ride on the big screen.
fresh,"If action/adventure fans are willing to throw logic out the window, they’ll like what they see."
rotten,"There's nothing much left in the tank. Cars and humans are entirely indestructible, our heroes time and time again emerge from certain incineration without a scratch or blister -- the sheer ridiculousness matched only by my sheer boredom."
rotten,The series that keeps on grinding away even though the creativity tank hit E a few chapters back.
fresh,It’s amazing. It does everything it says it will do and there are no upper (or lower) limits to what this franchise will do to center family over everything.
fresh,"Of course you know it's going to be fantastical, a little silly, and completely unrealistic, but this is the kind of big screen popcorn flick we like to go to the movies and see."
fresh,"A big, loud, dumb sequel that feels like it’s taking the franchise down a dead end from which it will never return, but ridiculous action scenes and an iconic performance from Jason Momoa save the day."
fresh,"Honestly, I’d be surprised if it even ends there. We will probably get five more last Fast movies. Why even keep up the charade that these are ending? Let’s just all admit these will never end."
rotten,"Leterrier's achievement in assembling such a gargantuan, multi-stranded, globe-trotting, head-spinning blockbuster is impressive, but however many gruff sermons Dom makes about his family, it's impossible to care about any of it."
rotten,"Your job, should you choose to accept it. Sit through a movie that batters as much as at buoys and which has gotten so stuffed, it barely has room to accommodate the characters that once gave it a bit of humanity."
fresh,"Fast X keeps its hands on the wheel for another bombastic addition to the family! Rump shaking, fist pumping and explosive!"
fresh,"Successfully upholds the Fast & Furious franchise's legacy with expertly choreographed, high-octane action. An exhilarating cinematic experience; thoroughly engaging."
rotten,"Like the Marvel franchise, this series has driven itself into a dead end, giving the audience what they want without anything new or surprising."
rotten,"The action sequences, fight scenes, and redundant head-scratching returns of characters are overdone to the point of exhaustion. That includes Momoa’s much-heralded villainous turn."
rotten,"It's a LOT of movie, favouring quantity over quality. More characters, more Hollywood stars, more fights, more explosions, more digital effects, more flashbacks, more actions that defy the laws of physics... more everything! Full review in Spanish."
rotten,"The plot is too bloated by an enlarged cast, all of whom demand moments to shine in the sun, and a desire to outdo the prior installment's over the top special effects."
fresh,And the two action set pieces that bookend its story are too wonderfully over the top to be spoilt by Louis Leterrier’s pell-mell direction.
fresh,"What Fast X embodies is the often-goofy amiability of the American blockbuster, and the innate charm that still gives it global appeal without the requisite amount of compromises that may assume it may need in our world-spanning modern cinema."
fresh,"Fast X is unquestionably fun, even when it’s at its most unbelievable. With each passing sequence, you find yourself somewhere between rolling your eyes and grinning, knowing how preposterous it is and yet forgiving it anyway."
fresh,"It’s not the characters but the situation they are thrown into that’s grand, and to experience it in a theatre is enjoyable."
rotten,The end of the line is becoming much more glaring as the tank truly starts running out of gas.
fresh,"This is what summer movies should be! It's spectacular! It's thrilling! And it's the kind of movie you can't wait to yammer about to your friends. Truly, I walked out of Fast X with a big Momoa smile on my face, so wide it hurt."
fresh,"It is business as usual, as this unwieldy beast of a movie jet-sets around the world, destroying everything in its path, while ensuring sufficient screen time for each member of its bloated, star-studded cast."
rotten,"There is no sense of revelation, no sense of surprise or burst of creative energy. Instead of seeing something new and exciting, we’re served yesterday’s leftovers."
fresh,"Big, loud and very self aware, the latest FF entry is both fun & frustrating. No longer about good storytelling, stakes are low, stupidity is high, and burnout is starting to set in. It's time for the franchise to end."
